AGENCY,STATION NAME,TYPE OF CHARGER,NO. OF PLUGS,ADDRESS,CITY,POSTCODE,BOROUGH,PUBLIC CHARGER?,FEE FOR CITY DRIVERS,LATITUDE,LONGITUDE,COMMUNITY DISTRICT,COUNCIL DISTRICT,CENSUS TRACT 2020,BIN,BBL,NEIGHBORHOOD TABULATION AREA (NTA) (2020)
DPR,NYC FLEET / DPR_BKSHOPS#3,Level 2 Charger,2,50 West Dr,Brooklyn,11215,Brooklyn,,,40.664701,-73.973557,355,39,177,3411716,3011170001,BK5591
DPR,NYC FLEET / DPR_BOROCREWS#1,Level 2 Charger,2,50 West Dr,Brooklyn,11215,Brooklyn,,,40.664701,-73.973557,355,39,177,3411716,3011170001,BK5591
DPR,NYC FLEET / DPR_BOROCREWS#2,Level 2 Charger,2,50 West Dr,Brooklyn,11215,Brooklyn,,,40.664701,-73.973557,355,39,177,3411716,3011170001,BK5591
DPR,NYC FLEET / DPR_BOROCREWS#3,Level 2 Charger,2,50 West Dr,Brooklyn,11215,Brooklyn,,,40.664701,-73.973557,355,39,177,3411716,3011170001,BK5591
DPR,NYC FLEET / DPR_BOROCREWS#4,Level 2 Charger,2,50 West Dr,Brooklyn,11215,Brooklyn,,,40.664701,-73.973557,355,39,177,3411716,3011170001,BK5591
DPR,NYC FLEET / DPR_BOROCREWS#5,Level 2 Charger,2,50 West Dr,Brooklyn,11215,Brooklyn,,,40.664701,-73.973557,355,39,177,3411716,3011170001,BK5591
DPR,NYC FLEET / DPR_BXRVRH-S1,EV Solar Arc Charger,1,1490 Sheridan Blvd.,Bronx,10459,Bronx,,,40.833338,-73.883614,209,17,157,2128943,2030190100,BX0303
DPR,NYC FLEET / DPR_CANARSIE#1,Level 2 Charger,2,E 88th St,Brooklyn,11236,Brooklyn,,,,,,,,,,
DPR,NYC FLEET / DPR_CENTRALCOM1,Level 2 Charger,2,313 Broome St,New York,10002,Manhattan,,,40.718875,-73.992735,103,1,18,1086508,1004180001,MN0302
DPR,NYC FLEET / DPR_CHELSEAPARK,Level 2 Charger,2,437-401-437-407 W 27Th St,New York,10001,Manhattan,,,,,,,,,,
DPR,NYC FLEET / DPR_CIG-S2,EV Solar Arc Charger,1,1521-1529 E 102Nd St,Brooklyn,11236,Brooklyn,,,40.635668,-73.885339,318,46,103402,,,BK1893
DPR,NYC FLEET / DPR_CNRSIEPK-S1,EV Solar Arc Charger,1,1501 E 102nd St,Brooklyn,11236,Brooklyn,,,40.636143,-73.885842,318,46,103402,,,BK1893
DPR,NYC FLEET / DPR_COFFEYPK-1,Level 2 Charger,2,58 Dwight St,Brooklyn,11231,Brooklyn,,,40.67671,-74.008238,306,38,85,3008423,3005320001,BK0601
DPR,NYC FLEET / DPR_CPTENNIS#1,Level 2 Charger,2,Central Park Gothic BridgeWest Dr,New York,10128,Manhattan,,,40.78237,-73.965238,164,6,143,1000000,1011110001,MN6491
DPR,NYC FLEET / DPR_CROTONAPL#1,Level 2 Charger,2,1700 Fulton Ave,Bronx,10457,Bronx,,,40.841369,-73.897872,203,15,163,2114529,2029410001,BX0391
DPR,NYC FLEET / DPR_CWSSHOPS#1,Level 2 Charger,2,850 E 138th St,Bronx,10454,Bronx,,,40.803141,-73.909049,201,8,1903,2086438,2025890031,BX0101
DPR,NYC FLEET / DPR_CWSSHOPS#10,Level 2 Charger,2,850 E 138th St,The Bronx,10454,Bronx,,,40.803141,-73.909049,201,8,1903,2086438,2025890031,BX0101
DPR,NYC FLEET / DPR_CWSSHOPS#2,Level 2 Charger,2,860 E 138th St,Bronx,10454,Bronx,,,40.803059,-73.908904,201,8,1903,,,BX0101
DPR,NYC FLEET / DPR_CWSSHOPS#3,Level 2 Charger,2,860 E 138th St,Bronx,10454,Bronx,,,40.803059,-73.908904,201,8,1903,,,BX0101
DPR,NYC FLEET / DPR_CWSSHOPS#4,Level 2 Charger,2,860 E 138th St,The Bronx,10454,Bronx,,,40.803059,-73.908904,201,8,1903,,,BX0101
DPR,NYC FLEET / DPR_CWSSHOPS#5,Level 2 Charger,2,860 E 138th St,The Bronx,10454,Bronx,,,40.803059,-73.908904,201,8,1903,,,BX0101
DPR,NYC FLEET / DPR_CWSSHOPS#6,Level 2 Charger,2,860 E 138th St,The Bronx,10454,Bronx,,,40.803059,-73.908904,201,8,1903,,,BX0101
DPR,NYC FLEET / DPR_CWSSHOPS#7,Level 2 Charger,2,860 E 138th St,The Bronx,10454,Bronx,,,40.803059,-73.908904,201,8,1903,,,BX0101
DPR,NYC FLEET / DPR_CWSSHOPS#8,Level 2 Charger,2,860 E 138th St,The Bronx,10454,Bronx,,,40.803059,-73.908904,201,8,1903,,,BX0101
DPR,NYC FLEET / DPR_CWSSHOPS#9,Level 2 Charger,2,860 E 138th St,The Bronx,10454,Bronx,,,40.803059,-73.908904,201,8,1903,,,BX0101
DPR,NYC FLEET / DPR_CWSTURF#2,Level 2 Charger,2,20 Randalls Island Park,New York,10035,Manhattan,,,40.796655,-73.923829,111,8,240,1000000,1018190203,MN1191
DPR,NYC FLEET / DPR_DRYHARBOR#1,Level 2 Charger,2,80-11 Myrtle Avenue,Glendale,11385,Queens,,,40.702998,-73.868023,405,32,635,4093558,4038310006,QN0503
DPR,NYC FLEET / DPR_DRYHARBOR#2,Level 2 Charger,2,80-11 Myrtle Avenue,Glendale,11385,Queens,,,40.702998,-73.868023,405,32,635,4093558,4038310006,QN0503
DPR,NYC FLEET / DPR_FPGRNHS_B1_L3,Level 3 Fast Charger - Boost,2,88th Ln,Queens,11415,Queens,,,,,,,,,,
DPR,NYC FLEET / DPR_FPSHOPS-1,Level 2 Charger,2,82-92 88th Pl,Queens,11385,Queens,,,40.701545,-73.858223,405,32,639,4094694,4038660036,QN0503
DPR,NYC FLEET / DPR_FRSTRYRES#2,Level 2 Charger,2,1010 Queens Plaza South,Queens,11101,Queens,,,40.753521,-73.947412,402,26,1903,4436827,4004600016,QN0201
DPR,NYC FLEET / DPR_FTTOTTEN422,Level 2 Charger,2,421 Sylvester Ln,Fort Totten,11359,Queens,,,40.793297,-73.777047,407,19,999,4539829,4059170001,QN0761
DPR,NYC FLEET / DPR_GLDITRPK-S1,EV Solar Arc Charger,1,40 W 143rd St,New York,10037,Manhattan,,,40.818365,-73.935359,110,9,214,1053944,1017400017,MN1002
DPR,NYC FLEET / DPR_GRACIEMAN,Level 2 Charger,2,181 East End Ave,New York,10028,Manhattan,,,40.776309,-73.943758,108,5,14402,1085796,1015920001,MN0803
DPR,NYC FLEET / DPR_HIGHBRPOOL1,Level 2 Charger,2,2301 Amsterdam Avenue,New York,10033,Manhattan,,,40.843434,-73.934301,112,10,311,1085868,1021060001,MN1291
DPR,NYC FLEET / DPR_ICAHN_1_L3,Level 3 Fast Charger,1,10 Central Rd,New York,10035,Manhattan,NYC DC Fast Public Charging,No,40.792269,-73.923827,111,8,240,1085645,1018190203,MN1191
DPR,NYC FLEET / DPR_ICAHN_2_L3,Level 3 Fast Charger,1,10 Central Rd,New York,10035,Manhattan,NYC DC Fast Public Charging,No,40.792269,-73.923827,111,8,240,1085645,1018190203,MN1191
DPR,NYC FLEET / DPR_ICAHN_3_L3,Level 3 Fast Charger,1,10 Central Rd,New York,10035,Manhattan,NYC DC Fast Public Charging,No,40.792269,-73.923827,111,8,240,1085645,1018190203,MN1191
DPR,NYC FLEET / DPR_ICAHN1,Level 2 Charger,2,Rivers Edge Rd,New York,10035,Manhattan,,,,,,,,,,
DPR,NYC FLEET / DPR_ICAHN2,Level 2 Charger,2,Rivers Edge Rd,New York,10035,Manhattan,,,,,,,,,,
DPR,NYC FLEET / DPR_ICAHN3,Level 2 Charger,2,Rivers Edge Rd,New York,10035,Manhattan,,,,,,,,,,
DPR,NYC FLEET / DPR_ICAHN4,Level 2 Charger,2,Hell Gate Cir,New York,10035,Manhattan,,,,,,,,,,
DPR,NYC FLEET / DPR_KAISERPARK1,Level 2 Charger,2,2529 Neptune Ave,Brooklyn,11224,Brooklyn,,,40.578084,-73.992966,313,47,330,3188219,3069650100,BK1302
DPR,NYC FLEET / DPR_LRP#1#2,Level 2 Charger,2,42-12 Queens Plaza S,Long Island City,11101,Queens,,,,,,,,,,
DPR,NYC FLEET / DPR_MARCSGARV#1,Level 2 Charger,2,3 W 124th St,New York,10027,Manhattan,,,40.805856,-73.943,110,9,200,1053461,1017220033,MN1001
DPR,NYC FLEET / DPR_MIDLAND-S4,EV Solar Arc Charger,1,3 Iroquois St.,Midland Beach,10305,Staten Island,,,40.574514,-74.085629,502,50,11201,5000000,5038590021,SI0202
DPR,NYC FLEET / DPR_MILLPOND-S1,EV Solar Arc Charger,1,5968 Maj Wm Deegan Blvd,The Bronx,10451,Bronx,,,40.82064,-73.931104,204,8,6301,,,BX0401
DPR,NYC FLEET / DPR_MNBEACH-1,Level 2 Charger,2,760 Oriental Blvd,Brooklyn,11235,Brooklyn,,,40.577846,-73.944047,315,48,616,3347138,3087600485,BK1503
DPR,NYC FLEET / DPR_MSPTHPK-1,Level 2 Charger,2,54-54 43rd St,Queens,11378,Queens,,,40.73087,-73.925175,402,26,205,4058801,4025170032,QN0202
DPR,NYC FLEET / DPR_OKRDGE_1_L3,Level 3 Fast Charger,1,1 Forest Park Dr,Queens,11421,Queens,,,40.696323,-73.866356,482,32,64102,4558619,4038660070,QN8291
DPR,NYC FLEET / DPR_OKRDGE_2_L3,Level 3 Fast Charger,1,1 Forest Park Dr,Queens,11421,Queens,,,40.696323,-73.866356,482,32,64102,4558619,4038660070,QN8291
DPR,NYC FLEET / DPR_OLMSTED-S1,EV Solar Arc Charger,1,12 Olmsted Dr,Queens,11368,Queens,,,40.752161,-73.849609,481,21,38302,4619884,4020180500,QN8191
DPR,NYC FLEET / DPR_ORCH-BCH-S1,EV Solar Arc Charger,1,Park Dr,Bronx,10464,Bronx,,,,,,,,,,
DPR,NYC FLEET / DPR_OVERLOOK_1,Level 2 Charger,2,80-30 Park Ln,Kew Gardens,11415,Queens,,,40.710954,-73.835147,482,29,773,4442874,4033122000,QN0901
DPR,NYC FLEET / DPR_OVERLOOK-S1,EV Solar Arc Charger,1,80-30 Park Ln,Queens,11415,Queens,,,40.710954,-73.835147,482,29,773,4442874,4033122000,QN0901
DPR,NYC FLEET / DPR_OVERLOOK-S2,EV Solar Arc Charger,1,80-30 Park Ln,Queens,11415,Queens,,,40.710954,-73.835147,482,29,773,4442874,4033122000,QN0901
DPR,NYC FLEET / DPR_OVRLK_B1_L3,Level 3 Fast Charger - Boost,2,80-30 Park Ln,Queens,11415,Queens,,,40.710954,-73.835147,482,29,773,4442874,4033122000,QN0901
DPR,NYC FLEET / DPR_PELHAMBP-S1,EV Solar Arc Charger,1,Park Dr,Bronx,10464,Bronx,,,,,,,,,,
DPR,NYC FLEET / DPR_QBLIC#9&10,Level 2 Charger,2,1001 Queens Plaza S,LIC,11101,Queens,,,40.753562,-73.947466,402,26,1903,4000000,4004650400,QN0201
DPR,NYC FLEET / DPR_QBLIC_5&6,Level 2 Charger,2,1001 Queens Plaza S,LIC,11101,Queens,,,40.753562,-73.947466,402,26,1903,4000000,4004650400,QN0201
DPR,NYC FLEET / DPR_QBLIC_7&8,Level 2 Charger,2,1001 Queens Plaza S,LIC,11101,Queens,,,40.753562,-73.947466,402,26,1903,4000000,4004650400,QN0201
DPR,NYC FLEET / DPR_QBSTWTRAIL1,Level 2 Charger,2,1001 Queens Plaza S,LIC,11101,Queens,,,40.753562,-73.947466,402,26,1903,4000000,4004650400,QN0201
DPR,NYC FLEET / DPR_RANAQ1,Level 2 Charger,2,1954-1962 Birchall Ave,New York,10462,Bronx,,,40.848615,-73.868576,211,13,220,2119362,2040110120,BX0601
DPR,NYC FLEET / DPR_RANAQ2,Level 2 Charger,2,1954-1962 Birchall Ave,Bronx,10462,Bronx,,,40.848615,-73.868576,211,13,220,2119362,2040110120,BX0601
DPR,NYC FLEET / DPR_RANAQU_1_L3,Level 3 Fast Charger,1,1 Bronx River Pkwy,Bronx,10462,Bronx,,,40.847311,-73.870827,227,15,334,2101002,2043330001,BX2791
DPR,NYC FLEET / DPR_RANDALLS#1,Level 2 Charger,2,126 Hell Gate Circle,New York,10035,Manhattan,,,40.786761,-73.928799,111,8,240,1088303,1018190010,MN1191
DPR,NYC FLEET / DPR_RANDALLS-S1,EV Solar Arc Charger,1,4 Central Rd,New York,10035,Manhattan,,,,,,,,,,
DPR,NYC FLEET / DPR_RANDALLS-S2,EV Solar Arc Charger,1,4 Central Rd,New York,10035,Manhattan,,,,,,,,,,
DPR,NYC FLEET / DPR_RICWTURF#1,Level 2 Charger,1,111 Sunken Garden Loop,New York,10035,Manhattan,,,40.786373,-73.931656,111,8,240,1088087,1018190010,MN1191
DPR,NYC FLEET / DPR_RICWTURF#2,Level 2 Charger,1,111 Sunken Garden Loop,New York,10035,Manhattan,,,40.786373,-73.931656,111,8,240,1088087,1018190010,MN1191
DPR,NYC FLEET / DPR_RIHORT#1,Level 2 Charger,1,111 Sunken Garden Loop,New York,10035,Manhattan,,,40.786373,-73.931656,111,8,240,1088087,1018190010,MN1191
DPR,NYC FLEET / DPR_RIHORT#2,Level 2 Charger,1,111 Sunken Garden Loop,New York,10035,Manhattan,,,40.786373,-73.931656,111,8,240,1088087,1018190010,MN1191
DPR,NYC FLEET / DPR_RIHORT#3,Level 2 Charger,1,111 Sunken Garden Loop,New York,10035,Manhattan,,,40.786373,-73.931656,111,8,240,1088087,1018190010,MN1191
DPR,NYC FLEET / DPR_RIOPS#1,Level 2 Charger,1,111 Sunken Garden Loop,New York,10035,Manhattan,,,40.786373,-73.931656,111,8,240,1088087,1018190010,MN1191
DPR,NYC FLEET / DPR_RIOPS#2,Level 2 Charger,1,111 Sunken Garden Loop,New York,10035,Manhattan,,,40.786373,-73.931656,111,8,240,1088087,1018190010,MN1191
DPR,NYC FLEET / DPR_RIOPS#3,Level 2 Charger,1,111 Sunken Garden Loop,New York,10035,Manhattan,,,40.786373,-73.931656,111,8,240,1088087,1018190010,MN1191
DPR,NYC FLEET / DPR_ROYWILKINS1,Level 2 Charger,2,177-01 Baisley Blvd,Jamaica,11434,Queens,,,40.686284,-73.768455,412,27,426,4268835,4124060180,QN1205
DPR,NYC FLEET / DPR_ROYWILKINS2,Level 2 Charger,2,177-01 Baisley Blvd,Jamaica,11434,Queens,,,40.686284,-73.768455,412,27,426,4268835,4124060180,QN1205
DPR,NYC FLEET / DPR_RUFUSKING#1,Level 2 Charger,1,150-03 Jamaica Ave,Jamaica,11432,Queens,,,40.702376,-73.803607,412,27,240,4438667,4096820001,QN1201
DPR,NYC FLEET / DPR_SHELTARMS#1,Level 2 Charger,2,500 W 129th St,New York,10027,Manhattan,,,40.815204,-73.955246,109,7,219,1076683,1019830006,MN0902
DPR,NYC FLEET / DPR_SISHOPS1&2,Level 2 Charger,2,21 Slosson Ave,Castleton Corners,10314,Staten Island,,,40.62089,-74.119394,501,49,147,5112422,5003190001,SI0105
DPR,NYC FLEET / DPR_SISHOPS3&4,Level 2 Charger,2,25 Slosson Ave,Staten Island,10314,Staten Island,,,40.620778,-74.119351,501,49,147,,,SI0105
DPR,NYC FLEET / DPR_SROOSEVELT1,Level 2 Charger,2,Hester St,New York,10002,Manhattan,,,,,,,,,,
DPR,NYC FLEET / DPR_SROOSEVELT2,Level 2 Charger,2,Hester St,New York,10002,Manhattan,,,,,,,,,,
DPR,NYC FLEET / DPR_STARLTPK#1,Level 2 Charger,2,1490 Sheridan Blvd,The Bronx,10459,Bronx,,,40.833338,-73.883614,209,17,157,2128943,2030190100,BX0303
DPR,NYC FLEET / DPR_STONEHNGE-1,Level 2 Charger,2,1150 Clove Road,Staten Island,10301,Staten Island,,,40.618239,-74.105161,501,49,147,5112426,5003190001,SI0105
DPR,NYC FLEET / DPR_SUNSETPARK1,Level 2 Charger,1,4119 7th Ave,Brooklyn,11232,Brooklyn,,,40.647324,-74.000818,307,38,9201,3018162,3009220002,BK0703
DPR,NYC FLEET / DPR_VC-GAR-S2,EV Solar Arc Charger,1,5788 Broadway,North Riverdale,10471,Bronx,,,40.884065,-73.901217,208,11,283,2016176,2032700009,BX0802
DPR,NYC FLEET / DPR_VCP-S1,EV Solar Arc Charger,1,189 Van Cortlandt Ave W,Bronx,10471,Bronx,Solar Carport Charging,No,,,,,,,,
DPR,NYC FLEET / DPR_VCP-S2,EV Solar Arc Charger,1,Van Cortlandt Park,Bronx,10467,Bronx,Solar Carport Charging,No,40.895835,-73.892345,226,11,43503,2000000,2059000001,BX2691
DPR,NYC FLEET / DPR_VCP-S3,EV Solar Arc Charger,1,6477 US-9,The Bronx,10471,Bronx,,,,,,,,,,
DPR,NYC FLEET / DPR_VCP-S4,EV Solar Arc Charger,1,David Sheridan Plaza,The Bronx,10471,Bronx,,,40.904759,-73.896715,208,11,345,,,BX0803
DPR,NYC FLEET / DPR_VCP-S5,EV Solar Arc Charger,1,David Sheridan Plaza,The Bronx,10471,Bronx,,,40.904759,-73.896715,208,11,345,,,BX0803
DPR,NYC FLEET / DPR_WHRLMPIER,Level 2 Charger,2,698 West 135Th Street,New York,10031,Manhattan,,,40.821351,-73.958067,109,7,22302,1076688,1020050027,MN0902
DPR,NYC FLEET / DPR_WPP-S1,EV Solar Arc Charger,1,161 Chester Ave,Staten Island,10312,Staten Island,,,40.52066,-74.184425,503,51,198,,,SI0304
DPR,NYC FLEET / DPR_ZOOGARAGE-1,Level 2 Charger,2,830 5th Avenue,New York,10065,Manhattan,,,40.767711,-73.970516,164,6,143,1083811,1011110001,MN6491
DPR,NYC FLEET / DPR_ZOOGARAGE-2,Level 2 Charger,2,830 5th Avenue,New York,10065,Manhattan,,,40.767711,-73.970516,164,6,143,1083811,1011110001,MN6491
DPR,NYC FLEET / DPR5BOROBB_1_L3,Level 3 Fast Charger,1,20 Bronx Shore Rd,New York,10035,Manhattan,,,40.79952,-73.92227,111,8,240,1085922,1018190203,MN1191
DPR,NYC FLEET / DPR5BOROBB_2_L3,Level 3 Fast Charger,1,20 Bronx Shore Rd,New York,10035,Manhattan,,,40.79952,-73.92227,111,8,240,1085922,1018190203,MN1191
DPR,NYC FLEET / DPR5BOROBB1A-B,Level 2 Charger,2,20R Bronx Shore Rd,New York,10035,Manhattan,,,40.79952,-73.92227,111,8,240,1088246,1018190203,MN1191
DPR,NYC FLEET / DPR5BOROBB2A-B,Level 2 Charger,2,20R Bronx Shore Rd,New York,10035,Manhattan,,,40.79952,-73.92227,111,8,240,1088246,1018190203,MN1191
DPR,NYC FLEET / DPR5BOROBB3A-B,Level 2 Charger,2,20R Bronx Shore Rd,New York,10035,Manhattan,,,40.79952,-73.92227,111,8,240,1088246,1018190203,MN1191
DPR,NYC FLEET / DPR5BOROBB4A-B,Level 2 Charger,2,20R Bronx Shore Rd,New York,10035,Manhattan,,,40.79952,-73.92227,111,8,240,1088246,1018190203,MN1191
DPR,NYC FLEET / DPR5BOROBB5A-B,Level 2 Charger,2,20R Bronx Shore Rd,New York,10035,Manhattan,,,40.79952,-73.92227,111,8,240,1088246,1018190203,MN1191
DPR,NYC FLEET / DPR5BOROBB6A-B,Level 2 Charger,2,20R Bronx Shore Rd,New York,10035,Manhattan,,,40.79952,-73.92227,111,8,240,1088246,1018190203,MN1191
DPR,NYC FLEET / DPR86MNSHPS#1#2,Level 2 Charger,2,50 85Th St Transverse,New York,10128,Manhattan,,,40.781339,-73.962508,164,6,143,,,MN6491
DPR,NYC FLEET / DPRABRYAN-S1,EV Solar Arc Charger,1,3278 Middletown Rd,Bronx,10465,Bronx,,,40.848118,-73.821238,210,13,27401,2075923,2054130059,BX1003
DPR,NYC FLEET / DPRABRYAN-S2,EV Solar Arc Charger,1,3278 Middletown Rd,East Bronx,10465,Bronx,,,40.848118,-73.821238,210,13,27401,2075923,2054130059,BX1003
DPR,NYC FLEET / DPRARSENAL#1,Level 2 Charger,1,East Dr,New York,10019,Manhattan,,,,,,,,,,
DPR,NYC FLEET / DPRARSENAL#10,Level 2 Charger,1,East Dr,New York,10019,Manhattan,,,,,,,,,,
DPR,NYC FLEET / DPRARSENAL#11,Level 2 Charger,1,East Dr,New York,10019,Manhattan,,,,,,,,,,
DPR,NYC FLEET / DPRARSENAL#12,Level 2 Charger,1,East Dr,New York,10019,Manhattan,,,,,,,,,,
DPR,NYC FLEET / DPRARSENAL#13,Level 2 Charger,1,East Dr,New York,10019,Manhattan,,,,,,,,,,
DPR,NYC FLEET / DPRARSENAL#14,Level 2 Charger,1,East Dr,New York,10019,Manhattan,,,,,,,,,,
DPR,NYC FLEET / DPRARSENAL#15,Level 2 Charger,1,East Dr,New York,10019,Manhattan,,,,,,,,,,
DPR,NYC FLEET / DPRARSENAL#16,Level 2 Charger,1,East Dr,New York,10019,Manhattan,,,,,,,,,,
DPR,NYC FLEET / DPRARSENAL#17,Level 2 Charger,1,East Dr,New York,10019,Manhattan,,,,,,,,,,
DPR,NYC FLEET / DPRARSENAL#2,Level 2 Charger,1,East Dr,New York,10019,Manhattan,,,,,,,,,,
DPR,NYC FLEET / DPRARSENAL#3,Level 2 Charger,1,East Dr,New York,10019,Manhattan,,,,,,,,,,
DPR,NYC FLEET / DPRARSENAL#4,Level 2 Charger,1,East Dr,New York,10019,Manhattan,,,,,,,,,,
DPR,NYC FLEET / DPRARSENAL#5,Level 2 Charger,1,East Dr,New York,10019,Manhattan,,,,,,,,,,
DPR,NYC FLEET / DPRARSENAL#6,Level 2 Charger,1,East Dr,New York,10019,Manhattan,,,,,,,,,,
DPR,NYC FLEET / DPRARSENAL#7,Level 2 Charger,1,East Dr,New York,10019,Manhattan,,,,,,,,,,
DPR,NYC FLEET / DPRARSENAL#8,Level 2 Charger,1,East Dr,New York,10019,Manhattan,,,,,,,,,,
DPR,NYC FLEET / DPRARSENAL#9,Level 2 Charger,1,East Dr,New York,10019,Manhattan,,,,,,,,,,
DPR,NYC FLEET / DPRARSENAL_1_L3,Level 3 Fast Charger,1,East Dr,New York,10019,Manhattan,,,,,,,,,,
DPR,NYC FLEET / DPRBKFORST#1A-B,Level 2 Charger,2,95 Prospect Park West,Brooklyn,11215,Brooklyn,,,40.667391,-73.974508,355,39,177,3339260,3011170001,BK5591
DPR,NYC FLEET / DPRBKFORST#2A-B,Level 2 Charger,2,95 Prospect Park West,Brooklyn,11215,Brooklyn,,,40.667391,-73.974508,355,39,177,3339260,3011170001,BK5591
DPR,NYC FLEET / DPRBKFORST#3A-B,Level 2 Charger,2,15 East Rd,Flushing,11355,Queens,,,40.754021,-73.838509,481,21,38302,4541447,4020180001,QN8191
DPR,NYC FLEET / DPRBLUHERON1A-B,Level 2 Charger,2,222 Poillon Ave,Annadale,10312,Staten Island,,,40.530065,-74.176447,503,51,176,5133519,5064610002,SI0304
DPR,NYC FLEET / DPRBROOKFLD1A-B,Level 2 Charger,2,575 Arthur Kill Rd,Staten Island,10308,Staten Island,,,40.56161,-74.160443,503,51,279,5153576,5055550001,SI0203
DPR,NYC FLEET / DPRBROOKFLD2A-B,Level 2 Charger,2,575 Arthur Kill Rd,Staten Island,10308,Staten Island,,,40.56161,-74.160443,503,51,279,5153576,5055550001,SI0203
DPR,NYC FLEET / DPRBROOKFLD3A-B,Level 2 Charger,2,575 Arthur Kill Rd,Staten Island,10308,Staten Island,,,40.56161,-74.160443,503,51,279,5153576,5055550001,SI0203
DPR,NYC FLEET / DPRBROOKFLD4A-B,Level 2 Charger,2,575 Arthur Kill Rd,Staten Island,10308,Staten Island,,,40.56161,-74.160443,503,51,279,5153576,5055550001,SI0203
DPR,NYC FLEET / DPRBROOKLYNBPC,Level 2 Charger,2,334 Furman St,Brooklyn Heights,11201,Brooklyn,,,40.693999,-73.999196,302,33,301,3423338,3002450015,BK0201
DPR,NYC FLEET / DPRBUSHWINL#1#2,Level 2 Charger,2,110 Kent Ave,Brooklyn,11249,Brooklyn,,,40.720795,-73.961226,301,33,557,3061864,3023160049,BK0102
DPR,NYC FLEET / DPRBUSHWINL#3#4,Level 2 Charger,2,2-42 N 10Th St,Williamsburg,11249,Brooklyn,,,40.717655,-73.953014,301,33,519,3398096,3023070001,BK0102
DPR,NYC FLEET / DPRBXFORST#1A-B,Level 2 Charger,2,1 Bronx River Pkwy,Bronx,10462,Bronx,,,40.847311,-73.870827,227,15,334,2101002,2043330001,BX2791
DPR,NYC FLEET / DPRBXFORST#2A-B,Level 2 Charger,2,1 Bronx River Pkwy,Bronx,10462,Bronx,,,40.847311,-73.870827,227,15,334,2101002,2043330001,BX2791
DPR,NYC FLEET / DPRBXFORST#3A-B,Level 2 Charger,2,1 Bronx River Pkwy,Bronx,10462,Bronx,,,40.847311,-73.870827,227,15,334,2101002,2043330001,BX2791
DPR,NYC FLEET / DPRBXFORST#4A-B,Level 2 Charger,2,1 Bronx River Pkwy,Bronx,10462,Bronx,,,40.847311,-73.870827,227,15,334,2101002,2043330001,BX2791
DPR,NYC FLEET / DPRBXFORST#5A-B,Level 2 Charger,2,1831 Unionport Rd,East Bronx,10462,Bronx,,,40.845802,-73.868694,211,13,220,2042490,2040110011,BX0601
DPR,NYC FLEET / DPRBXFORST#6A-B,Level 2 Charger,2,1831 Unionport Rd,East Bronx,10462,Bronx,,,40.845802,-73.868694,211,13,220,2042490,2040110011,BX0601
DPR,NYC FLEET / DPRBXFORST#7A-B,Level 2 Charger,2,1831 Unionport Rd,East Bronx,10462,Bronx,,,40.845802,-73.868694,211,13,220,2042490,2040110011,BX0601
DPR,NYC FLEET / DPRBXFORST#8A-B,Level 2 Charger,2,1831 Unionport Rd,Bronx,10462,Bronx,,,40.845802,-73.868694,211,13,220,2042490,2040110011,BX0601
DPR,NYC FLEET / DPRBXFORST#9A-B,Level 2 Charger,2,1831 Unionport Rd,Bronx,10462,Bronx,,,40.845802,-73.868694,211,13,220,2042490,2040110011,BX0601
DPR,NYC FLEET / DPRBXFRST#10A-B,Level 2 Charger,2,1831 Unionport Rd,Bronx,10462,Bronx,,,40.845802,-73.868694,211,13,220,2042490,2040110011,BX0601
DPR,NYC FLEET / DPRBXPEPNORTH-1,Level 2 Charger,2,Westchester Av/Burr Av,Pelham Bay,10461,Bronx,,,,,,,,,,
DPR,NYC FLEET / DPRBXPEPNORTH-2,Level 2 Charger,2,Westchester Av/Burr Av,Pelham Bay,10461,Bronx,,,,,,,,,,
DPR,NYC FLEET / DPRCALVAUX-S1,EV Solar Arc Charger,1,1990 Shore Pkwy,Gravesend,11214,Brooklyn,,,40.587383,-73.992191,313,47,31402,,,BK1391
DPR,NYC FLEET / DPRCALVAUX-S2,EV Solar Arc Charger,1,1990 Shore Pkwy,Gravesend,11214,Brooklyn,,,40.587383,-73.992191,313,47,31402,,,BK1391
DPR,NYC FLEET / DPRCALVAUX-S3,EV Solar Arc Charger,1,1990 Shore Pkwy,Gravesend,11214,Brooklyn,,,40.587383,-73.992191,313,47,31402,,,BK1391
DPR,NYC FLEET / DPRCITYWIDE#1,Level 2 Charger,2,14 Bronx Shore Rd,New York,10035,Manhattan,,,40.79872,-73.921194,111,8,240,1088069,1018190203,MN1191
DPR,NYC FLEET / DPRCITYWIDE#10,Level 2 Charger,2,13 Bronx Shore Rd,New York,10035,Manhattan,,,,,,,,,,
DPR,NYC FLEET / DPRCITYWIDE#11,Level 2 Charger,2,13 Bronx Shore Rd,New York,10035,Manhattan,,,,,,,,,,
DPR,NYC FLEET / DPRCITYWIDE#12,Level 2 Charger,2,13 Bronx Shore Rd,New York,10035,Manhattan,,,,,,,,,,
DPR,NYC FLEET / DPRCITYWIDE#13,Level 2 Charger,2,14 Bronx Shore Rd,New York,10035,Manhattan,,,40.79872,-73.921194,111,8,240,1088069,1018190203,MN1191
